证券代码,股票代码,证券名称,公司中文名称,公司英文名称,股票种类,是否上市
688569.SH,688569,铁科轨道,北京铁科首钢轨道技术股份有限公司,"BEIJING TIEKE SHOUGANG RAILWAY-TECH CO.,LTD",A股,上市
688571.SH,688571,杭华股份,杭华油墨股份有限公司,"HANGZHOU TOKA INK CO.,LTD.",A股,上市
688575.SH,688575,DR亚辉龙,深圳市亚辉龙生物科技股份有限公司,"Shenzhen YHLO Biotech Co., Ltd.",A股,上市
688577.SH,688577,浙海德曼,浙江海德曼智能装备股份有限公司,"Zhe Jiang Headman Machinery Co.,Ltd.",A股,上市
688578.SH,688578,艾力斯-U,上海艾力斯医药科技股份有限公司,"Shanghai Allist Pharmaceuticals Co., Ltd.",A股,上市
688579.SH,688579,山大地纬,山大地纬软件股份有限公司,"Dareway Software Co.,Ltd.",A股,上市
688580.SH,688580,伟思医疗,南京伟思医疗科技股份有限公司,"Nanjing Vishee Medical Technology Co., Ltd.",A股,上市
688585.SH,688585,上纬新材,上纬新材料科技股份有限公司,"Swancor Advanced Materials Co., Ltd.",A股,上市
688586.SH,688586,江航装备,合肥江航飞机装备股份有限公司,"Hefei Jianghang Aircraft Equipment Co., Ltd.",A股,上市
688588.SH,688588,凌志软件,苏州工业园区凌志软件股份有限公司,"Linkage Software Co., Ltd.",A股,上市
688589.SH,688589,力合微,深圳市力合微电子股份有限公司,Leaguer (Shenzhen) Microelectronics Corp.,A股,上市
688590.SH,688590,新致软件,上海新致软件股份有限公司,"Shanghai Newtouch Software Co., Ltd.",A股,上市
688595.SH,688595,芯海科技,芯海科技(深圳)股份有限公司,"Chipsea Technologies (Shenzhen) Corp., Ltd.",A股,上市
688596.SH,688596,正帆科技,上海正帆科技股份有限公司,"Shanghai Gentech Co., Ltd.",A股,上市
688597.SH,688597,煜邦电力,北京煜邦电力技术股份有限公司,"Beijing Yupont Electric Power Technology Co., Ltd.",A股,上市
688598.SH,688598,金博股份,湖南金博碳素股份有限公司,"KBC Corporation, Ltd.",A股,上市
688599.SH,688599,天合光能,天合光能股份有限公司,"Trina Solar Co., Ltd.",A股,上市
688600.SH,688600,皖仪科技,安徽皖仪科技股份有限公司,"ANHUI WANYI SCIENCE AND TECHNOLOGY CO.,LTD.",A股,上市
688601.SH,688601,力芯微,无锡力芯微电子股份有限公司,"Wuxi ETEK Microelectronics Co.,Ltd.",A股,上市
688606.SH,688606,奥泰生物,杭州奥泰生物技术股份有限公司,"Hangzhou Alltest Biotech Co., Ltd.",A股,上市
688607.SH,688607,康众医疗,江苏康众数字医疗科技股份有限公司,"CareRay Digital Medical Technology Co., Ltd.",A股,上市
688608.SH,688608,恒玄科技,恒玄科技(上海)股份有限公司,"Bestechnic (Shanghai) Co., Ltd.",A股,上市
688609.SH,688609,九联科技,广东九联科技股份有限公司,"Unionman Technology Co., Ltd.",A股,上市
688611.SH,688611,杭州柯林,杭州柯林电气股份有限公司,"HANGZHOU KELIN ELECTRIC CO., LTD.",A股,上市
688613.SH,688613,奥精医疗,奥精医疗科技股份有限公司,"Allgens Medical Technology CO.,LTD.",A股,上市
688616.SH,688616,西力科技,杭州西力智能科技股份有限公司,"Hangzhou Xili Intelligent Technology Co.,Ltd.",A股,上市
688617.SH,688617,惠泰医疗,深圳惠泰医疗器械股份有限公司,APT Medical Inc.,A股,上市
688618.SH,688618,三旺通信,深圳市三旺通信股份有限公司,"3onedata Co., Ltd.",A股,上市
688619.SH,688619,罗普特,罗普特科技集团股份有限公司,"ROPEOK Technology Group Co.,Ltd.",A股,上市
688621.SH,688621,阳光诺和,北京阳光诺和药物研究股份有限公司,"Beijing Sun-Novo Pharmaceutical Research Co.,Ltd.",A股,上市
688622.SH,688622,禾信仪器,广州禾信仪器股份有限公司,"Guangzhou Hexin Instrument Co.,LTD.",A股,上市
688625.SH,688625,呈和科技,呈和科技股份有限公司,"GCH TECHNOLOGY CO., LTD.",A股,上市
688626.SH,688626,翔宇医疗,河南翔宇医疗设备股份有限公司,"XiangyuMedicalCo.,Ltd.",A股,上市
688628.SH,688628,优利德,优利德科技(中国)股份有限公司,"UNI-TREND TECHNOLOGY ( CHINA) CO., LTD.",A股,上市
688630.SH,688630,芯碁微装,合肥芯碁微电子装备股份有限公司,"Circuit Fabology Microelectronics Equipment Co.,Ltd.",A股,上市
688633.SH,688633,星球石墨,南通星球石墨股份有限公司,"Nantong Xingqiu Graphite Co., Ltd.",A股,上市
688636.SH,688636,智明达,成都智明达电子股份有限公司,"Chengdu Zhimingda Electronics Co., Ltd.",A股,上市
688639.SH,688639,华恒生物,安徽华恒生物科技股份有限公司,"Anhui Huaheng Biotechnology Co.,Ltd.",A股,上市
688655.SH,688655,迅捷兴,深圳市迅捷兴科技股份有限公司,Shenzhen Xunjiexing Technology Corp. Ltd.,A股,上市
688656.SH,688656,浩欧博,江苏浩欧博生物医药股份有限公司,"HOB Biotech Group Corp., Ltd.",A股,上市
688658.SH,688658,悦康药业,悦康药业集团股份有限公司,"Youcare Pharmaceutical Group Co.,Ltd.",A股,上市
688659.SH,688659,元琛科技,安徽元琛环保科技股份有限公司,"Anhui Yuanchen Environmental Protection Science & Technology Co., Ltd.",A股,上市
688660.SH,688660,电气风电,上海电气风电集团股份有限公司,"Shanghai Electric Wind Power Group Co., Ltd.",A股,上市
688661.SH,688661,和林微纳,苏州和林微纳科技股份有限公司,"Suzhou UIGreen Micro&Nano Technologies Co.,Ltd",A股,上市
688662.SH,688662,富信科技,广东富信科技股份有限公司,"Guangdong Fuxin Technology Co., Ltd.",A股,上市
688663.SH,688663,新风光,新风光电子科技股份有限公司,"WindSun Science Technology Co.,Ltd.",A股,上市
688665.SH,688665,XD四方光,四方光电股份有限公司,"Cubic Sensor and Instrument Co.,Ltd",A股,上市
688667.SH,688667,菱电电控,武汉菱电汽车电控系统股份有限公司,"Wuhan LinControl Automotive Electronics Co., Ltd.",A股,上市
688668.SH,688668,鼎通科技,东莞市鼎通精密科技股份有限公司,"Dongguan Dingtong Precision Metal Co., Ltd.",A股,上市
688669.SH,688669,聚石化学,广东聚石化学股份有限公司,"Polyrocks Chemical Co., Ltd.",A股,上市
688670.SH,688670,金迪克,江苏金迪克生物技术股份有限公司,"JIANGSU GDK BIOLOGICAL TECHNOLOGY CO., LTD",A股,上市
688676.SH,688676,金盘科技,海南金盘智能科技股份有限公司,"Hainan Jinpan Smart Technology Co., Ltd.",A股,上市
688677.SH,688677,海泰新光,青岛海泰新光科技股份有限公司,"Qingdao NovelBeam Technology Co.,Ltd.",A股,上市
688678.SH,688678,福立旺,福立旺精密机电(中国)股份有限公司,"Freewon China Co., Ltd.",A股,上市
688679.SH,688679,通源环境,安徽省通源环境节能股份有限公司,"Anhui Tongyuan Environment Energy Saving CO.,LTD.",A股,上市
688680.SH,688680,海优新材,上海海优威新材料股份有限公司,"Shanghai HIUV New Materials Co.,Ltd.",A股,上市
688681.SH,688681,科汇股份,山东科汇电力自动化股份有限公司,"Shandong Kehui Power Automation Co.,Ltd",A股,上市
688682.SH,688682,霍莱沃,上海霍莱沃电子系统技术股份有限公司,"Shanghai Hollywave Electronic System Co., Ltd.",A股,上市
688683.SH,688683,莱尔科技,广东莱尔新材料科技股份有限公司,"GuangDong Leary New Material Technology Co.,Ltd",A股,上市
688685.SH,688685,迈信林,江苏迈信林航空科技股份有限公司,Jiangsu Maixinlin Aviation Science and Technology Corp.,A股,上市
688686.SH,688686,奥普特,广东奥普特科技股份有限公司,"OPT Machine Vision Tech Co., Ltd.",A股,上市
688687.SH,688687,凯因科技,北京凯因科技股份有限公司,"Beijing Kawin Technology Share-Holding Co., Ltd.",A股,上市
688689.SH,688689,银河微电,常州银河世纪微电子股份有限公司,"Changzhou Galaxy Century Microelectronics Co.,Ltd.",A股,上市
688690.SH,688690,纳微科技,苏州纳微科技股份有限公司,"SUZHOU NANOMICRO TECHNOLOGY CO., LTD.",A股,上市
688696.SH,688696,极米科技,成都极米科技股份有限公司,"Chengdu XGimi Technology Co., Ltd.",A股,上市
688697.SH,688697,纽威数控,纽威数控装备(苏州)股份有限公司,"Neway CNC Equipment (Suzhou) Co., Ltd.",A股,上市
688698.SH,688698,伟创电气,苏州伟创电气科技股份有限公司,"Suzhou Veichi Electric Co., Ltd.",A股,上市
688699.SH,688699,明微电子,深圳市明微电子股份有限公司,"SHENZHEN SUNMOON MICROELECTRONICS CO.,LTD.",A股,上市
688700.SH,688700,东威科技,昆山东威科技股份有限公司,"Kunshan Dongwei Technology Co.,Ltd.",A股,上市
688701.SH,688701,卓锦股份,浙江卓锦环保科技股份有限公司,"Zhejiang Zone-King Environmental Sci&Tech Co., Ltd.",A股,上市
688707.SH,688707,振华新材,贵州振华新材料股份有限公司,Guizhou Zhenhua E-chem Inc.,A股,上市
688711.SH,688711,宏微科技,江苏宏微科技股份有限公司,"Macmic Science & Technology Co., Ltd.",A股,上市
688718.SH,688718,唯赛勃,上海唯赛勃环保科技股份有限公司,"Wave Cyber (Shanghai) Co., Ltd",A股,上市
688722.SH,688722,同益中,北京同益中新材料科技股份有限公司,BEIJING TONGYIZHONG NEW MATERIAL TECHNOLOGY CORPORATION,A股,上市
688728.SH,688728,格科微,格科微有限公司,GalaxyCore Inc.,A股,上市
688733.SH,688733,壹石通,安徽壹石通材料科技股份有限公司,"Anhui Estone Materials Technology Co.,Ltd.",A股,上市
688737.SH,688737,中自科技,中自环保科技股份有限公司,"Sinocat Environmental Technology Co.,Ltd.",A股,上市
688739.SH,688739,成大生物,辽宁成大生物股份有限公司,"Liaoning Chengda Biotechnology Co.,Ltd.",A股,上市
688766.SH,688766,普冉股份,普冉半导体(上海)股份有限公司,"Puya Semiconductor (Shanghai) Co., Ltd.",A股,上市
688767.SH,688767,博拓生物,杭州博拓生物科技股份有限公司,"HANGZHOU BIOTEST BIOTECH CO.,LTD.",A股,上市
688768.SH,688768,容知日新,安徽容知日新科技股份有限公司,Anhui Ronds Science & Technology Incorporated Company,A股,上市
688772.SH,688772,珠海冠宇,珠海冠宇电池股份有限公司,"Zhuhai CosMX Battery Co., Ltd.",A股,上市
688776.SH,688776,国光电气,成都国光电气股份有限公司,"Guoguang Electric Co.,Ltd.Chengdu",A股,上市
688777.SH,688777,中控技术,浙江中控技术股份有限公司,"Zhejiang Supcon Technology Co., Ltd.",A股,上市
688778.SH,688778,厦钨新能,厦门厦钨新能源材料股份有限公司,"XTC New Energy Materials( Xiamen) Co.,Ltd.",A股,上市
688779.SH,688779,长远锂科,湖南长远锂科股份有限公司,"Hunan Changyuan Lico Co.,Ltd.",A股,上市
688786.SH,688786,悦安新材,江西悦安新材料股份有限公司,"JIANGXI YUEAN ADVANCED MATERIALS CO.,LTD.",A股,上市
688787.SH,688787,海天瑞声,北京海天瑞声科技股份有限公司,Beijing Haitian Ruisheng Science Technology Ltd.,A股,上市
688788.SH,688788,科思科技,深圳市科思科技股份有限公司,"ShenZhen Consys Science&Technology Co., Ltd.",A股,上市
688789.SH,688789,宏华数科,杭州宏华数码科技股份有限公司,Hangzhou Honghua Digital Technology Stock Company LTD.,A股,上市
688793.SH,688793,倍轻松,深圳市倍轻松科技股份有限公司,"Shenzhen Breo Technology Co., Ltd.",A股,上市
688798.SH,688798,艾为电子,上海艾为电子技术股份有限公司,"Shanghai Awinic Technology Co., Ltd.",A股,上市
688799.SH,688799,华纳药厂,湖南华纳大药厂股份有限公司,"HUNAN WARRANT PHARMACEUTICAL CO.,LTD.",A股,上市
688800.SH,688800,瑞可达,苏州瑞可达连接系统股份有限公司,"Suzhou Recodeal Interconnect System Co.,Ltd.",A股,上市
688819.SH,688819,天能股份,天能电池集团股份有限公司,"Tianneng Battery Group Co.,Ltd.",A股,上市
688981.SH,688981,中芯国际,中芯国际集成电路制造有限公司,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION,A股,上市
689009.SH,689009,九号公司-WD,九号有限公司,Ninebot Limited,中国存托凭证,上市
830799.BJ,830799,艾融软件,上海艾融软件股份有限公司,"Shanghai i2Finance Technology Co., Ltd.",A股,上市
830832.BJ,830832,齐鲁华信,山东齐鲁华信实业股份有限公司,"ShanDong QiLu HuaXin Industrv Co., Ltd.",A股,上市
830839.BJ,830839,万通液压,山东万通液压股份有限公司,"SHANDONG WANTONG HYDRAULIC CO., LTD.",A股,上市
830946.BJ,830946,森萱医药,江苏森萱医药股份有限公司,"Jiangsu Senxuan Pharmaceutical Co., Ltd.",A股,上市
830964.BJ,830964,XD润农节,河北润农节水科技股份有限公司,Hebei Runnong Water-saving Technology Co..Ltd.,A股,上市
831010.BJ,831010,凯添燃气,宁夏凯添燃气发展股份有限公司,Ning Xia Kai Tian  Gas Development Company Limited,A股,上市
831039.BJ,831039,国义招标,国义招标股份有限公司,"GMG International Tendering Co.,Ltd.",A股,上市
831167.BJ,831167,鑫汇科,深圳市鑫汇科股份有限公司,"Shenzhen CHK CO.,LTD",A股,上市
831278.BJ,831278,泰德股份,青岛泰德汽车轴承股份有限公司,Qingdao Taide Automobile Bearing Co.Ltd.,A股,上市
831305.BJ,831305,海希通讯,上海海希工业通讯股份有限公司,"Shanghai Hysea Industrial Communications Co.,Ltd.",A股,上市
831370.BJ,831370,新安洁,新安洁环境卫生股份有限公司,"Newange Environmental Sanitation Co.,Ltd",A股,上市
831445.BJ,831445,龙竹科技,龙竹科技集团股份有限公司,"Long Bamboo Technology Group Co.,Ltd.",A股,上市
831689.BJ,831689,克莱特,威海克莱特菲尔风机股份有限公司,"Wei Hai Creditfan Ventilator Co., Ltd.",A股,上市
831726.BJ,831726,朱老六,长春市朱老六食品股份有限公司,"Changchun Zhulaoliu Food Co., Ltd.",A股,上市
831768.BJ,831768,拾比佰,珠海拾比佰彩图板股份有限公司,"ZHUHAI SPEEDBIRD PVC FILM LAMINATED METAL SHEET CO.,LTD",A股,上市
831832.BJ,831832,科达自控,山西科达自控股份有限公司,"SHANXI KEDA AUTOMATIC CONTROL CO.,LTD.",A股,上市
831856.BJ,831856,浩淼科技,明光浩淼安防科技股份公司,"Mingguang Haomiao Security Protection TechnologyCo., LTD.",A股,上市
831961.BJ,831961,创远仪器,上海创远仪器技术股份有限公司,"Transcom Instruments(Shanghai)Technology Co.,Ltd.",A股,上市
832000.BJ,832000,安徽凤凰,安徽凤凰滤清器股份有限公司,"Anhui Phoenix International Co., Ltd.",A股,上市
832089.BJ,832089,禾昌聚合,苏州禾昌聚合材料股份有限公司,"Suzhou Hechang Polymeric Materials Co., Ltd",A股,上市
832145.BJ,832145,恒合股份,北京恒合信业技术股份有限公司,"Beijing Henghe Information&Technology Co.,Ltd.",A股,上市
832171.BJ,832171,志晟信息,河北志晟信息技术股份有限公司,"HeBei Raisesun Information Technology Co.,Ltd.",A股,上市
832225.BJ,832225,利通科技,漯河利通液压科技股份有限公司,"Luohe Letone Hydraulics Technology Co.,Ltd",A股,上市
832278.BJ,832278,鹿得医疗,江苏鹿得医疗电子股份有限公司,"HONSUN (NANTONG) CO.,LTD",A股,上市
832419.BJ,832419,路斯股份,山东路斯宠物食品股份有限公司,Shandong Luscious Pet Food Inc.,A股,上市
832491.BJ,832491,奥迪威,广东奥迪威传感科技股份有限公司,"Audiowell Electronics (Guangdong) Co., Ltd.",A股,上市
832566.BJ,832566,梓橦宫,四川梓橦宫药业股份有限公司,"Sichuan Zitonggong Pharmaceuticals Co.,Ltd.",A股,上市
832735.BJ,832735,德源药业,江苏德源药业股份有限公司,"Jiangsu Deyuan Pharmaceutical Co., Ltd.",A股,上市
832885.BJ,832885,星辰科技,桂林星辰科技股份有限公司,"Guilin Stars Science And Technology Co., Ltd.",A股,上市
833266.BJ,833266,生物谷,云南生物谷药业股份有限公司,"Yunnan Biovalley Pharmaceutical Co., Ltd.",A股,上市
833346.BJ,833346,威贸电子,上海威贸电子股份有限公司,"Shanghai WeiMao Electronic Co.,Ltd",A股,上市
833427.BJ,833427,华维设计,华维设计集团股份有限公司,"Huawei Design Group Co.,Ltd.",A股,上市
833454.BJ,833454,同心传动,河南同心传动股份有限公司,"Henan Tongxin Transmission Co.,Ltd.",A股,上市
833509.BJ,833509,同惠电子,常州同惠电子股份有限公司,"Changzhou Tonghui Electronic Co., Ltd.",A股,上市
833523.BJ,833523,XD德瑞锂,惠州市惠德瑞锂电科技股份有限公司,"Huizhou Huiderui Lithium Battery Technology Co., Ltd",A股,上市
833533.BJ,833533,骏创科技,苏州骏创汽车科技股份有限公司,"Suzhou Junchuang Auto Technologies Co.,Ltd",A股,上市
833580.BJ,833580,科创新材,洛阳科创新材料股份有限公司,"Luoyang Kechuang NewMaterial Co.,Ltd.",A股,上市
833819.BJ,833819,颖泰生物,北京颖泰嘉和生物科技股份有限公司,Nutrichem Company Limited,A股,上市
833873.BJ,833873,中设咨询,中设工程咨询(重庆)股份有限公司,"Zhongshe Engineering Consulting (Chongqing) Co., Ltd.",A股,上市
833874.BJ,833874,泰祥股份,十堰市泰祥实业股份有限公司,"Shiyan Taixiang Industry Co.,Ltd",A股,上市
833994.BJ,833994,翰博高新,翰博高新材料(合肥)股份有限公司,"Highbroad Advanced Material (Hefei) Co., Ltd.",A股,上市
834021.BJ,834021,流金岁月,北京流金岁月传媒科技股份有限公司,"Beijing Golden Times Media Technology Corp.,Ltd",A股,上市
834415.BJ,834415,恒拓开源,恒拓开源信息科技股份有限公司,Forever Opensource Software Inc.,A股,上市
834475.BJ,834475,三友科技,三门三友科技股份有限公司,SANMEN SANYOU TECHNOLOGY INC.,A股,上市
834599.BJ,834599,同力股份,陕西同力重工股份有限公司,"Shaanxi Tonly Heavy Industries Co.,Ltd.",A股,上市
834682.BJ,834682,球冠电缆,宁波球冠电缆股份有限公司,"Ningbo Qrunning Cable Co., Ltd",A股,上市
834765.BJ,834765,美之高,深圳市美之高科技股份有限公司,"SHENZHEN MEIZHIGAO TECHNOLOGY CO.,LTD",A股,上市
835174.BJ,835174,五新隧装,湖南五新隧道智能装备股份有限公司,"Hunan Wuxin Tunnel Intelligent Equipment Co., Ltd.",A股,上市
835179.BJ,835179,凯德石英,北京凯德石英股份有限公司,"Beijing KaiDe Quartz Co., Ltd",A股,上市
835184.BJ,835184,XD国源科,北京世纪国源科技股份有限公司,"Beijing Century GrandTech Corp.,Ltd.",A股,上市
835185.BJ,835185,贝特瑞,贝特瑞新材料集团股份有限公司,"BTR NEW MATERIAL GROUP CO., LTD.",A股,上市
835305.BJ,835305,云创数据,南京云创大数据科技股份有限公司,"Nanjing Innovative Data Technologies, Inc.",A股,上市
835368.BJ,835368,连城数控,大连连城数控机器股份有限公司,"Dalian Linton NC Machine Co.,Ltd.",A股,上市
835508.BJ,835508,殷图网联,北京殷图网联科技股份有限公司,"Beijing In-To Digital Technology Stock Co.,Ltd.",A股,上市
835640.BJ,835640,富士达,中航富士达科技股份有限公司,"AVIC Forstar S&T Co., Ltd.",A股,上市
835670.BJ,835670,DR数字人,山东数字人科技股份有限公司,"Shandong Digihuman Technology Co.,Ltd.",A股,上市
836077.BJ,836077,吉林碳谷,吉林碳谷碳纤维股份有限公司,"Jilin Tangu Carbon Fiber Co.,Ltd",A股,上市
836149.BJ,836149,旭杰科技,苏州旭杰建筑科技股份有限公司,"Suzhou Jcon Building Technology Co., Ltd.",A股,上市
836239.BJ,836239,长虹能源,四川长虹新能源科技股份有限公司,"Sichuan Changhong Newenergy Technology Co.,Ltd.",A股,上市
836260.BJ,836260,中寰股份,成都中寰流体控制设备股份有限公司,"Chengdu Zhonghuan Flow Controls Mfg. Co., Ltd.",A股,上市
836263.BJ,836263,中航泰达,北京中航泰达环保科技股份有限公司,"Beijing ZHTD Environmental Protection Technology Co.,LTD.",A股,上市
836433.BJ,836433,大唐药业,内蒙古大唐药业股份有限公司,"Inner Mongolia Grand Pharmaceutical Co., Ltd.",A股,上市
836675.BJ,836675,秉扬科技,攀枝花秉扬科技股份有限公司,"Panzhihua Bing Yang Technology Co., Ltd.",A股,上市
836720.BJ,836720,吉冈精密,无锡吉冈精密科技股份有限公司,"WUXI YOSHIOKA PRECISION TECHNOLOGY CORP.,LTD.",A股,上市
836826.BJ,836826,盖世食品,大连盖世健康食品股份有限公司,"Dalian Gaishi Food Co.,LTD",A股,上市
836892.BJ,836892,广咨国际,广东广咨国际工程投资顾问股份有限公司,"Guangdong Guangzi International Engineering Investment Consultants Co.,Ltd.",A股,上市
837092.BJ,837092,汉鑫科技,山东汉鑫科技股份有限公司,"Shandong Hiacent Technology Co., Ltd.",A股,上市
837212.BJ,837212,智新电子,潍坊智新电子股份有限公司,"Weifang Genius Electronic Co.,Ltd.",A股,上市
837242.BJ,837242,建邦科技,青岛建邦汽车科技股份有限公司,"QI AUTOMOTIVE CO.,LTD",A股,上市
837344.BJ,837344,三元基因,北京三元基因药业股份有限公司,"Beijing Tri-Prime Gene Pharmaceutical Co., Ltd.",A股,上市
838030.BJ,838030,德众汽车,湖南德众汽车销售服务股份有限公司,Hunan Dezhong automotive sales service Limited by Share Ltd,A股,上市
838163.BJ,838163,方大股份,河北方大包装股份有限公司,"Fangda Packaging Co., Ltd.(Hebei, China)",A股,上市
838171.BJ,838171,N邦德,威海邦德散热系统股份有限公司,"WEIHAI BANGDE COOLING SYSTEM CO.,LTD.",A股,上市
838275.BJ,838275,驱动力,广东驱动力生物科技股份有限公司,"GUANGDONG DRIVE BIO-TECH CO.,LTD.",A股,上市
838924.BJ,838924,广脉科技,广脉科技股份有限公司,"GCOM TECHNOLOGY Co., Ltd",A股,上市
839167.BJ,839167,同享科技,同享(苏州)电子材料科技股份有限公司,"TonyShare (suzhou) electronic material technology co.,ltd",A股,上市
839680.BJ,839680,广道高新,深圳市广道高新技术股份有限公司,"ShenzhenSuntangHigh-techCo.,Ltd.",A股,上市
839729.BJ,839729,永顺生物,广东永顺生物制药股份有限公司,"Guangdong Winsun Bio-Pharmaceutical Co., Ltd.",A股,上市
839946.BJ,839946,华阳变速,湖北华阳汽车变速系统股份有限公司,"Hubei Huayang Automobile Gearshift System Co.,Ltd",A股,上市
870204.BJ,870204,沪江材料,南京沪江复合材料股份有限公司,"NANJING HUJIANG COMPOSITE MATERIALS CO., LTD.",A股,上市
870299.BJ,870299,灿能电力,南京灿能电力自动化股份有限公司,"Nanjing Shining Electric Automation Co.,Ltd",A股,上市
870436.BJ,870436,大地电气,南通大地电气股份有限公司,"NANTONG GREAT ELECTRIC CO., LTD",A股,上市
871245.BJ,871245,威博液压,江苏威博液压股份有限公司,"Jiangsu Vibo Hydraulics Co.,Ltd.",A股,上市
871396.BJ,871396,常辅股份,常州电站辅机股份有限公司,"CHANGZHOU POWER STATION AUXILIARY EQUIPMENT CO.,LTD",A股,上市
871553.BJ,871553,凯腾精工,北京凯腾精工制版股份有限公司,"BEIJING KAITENG JINGGONG GRAVORE CYLNDER CO.,LTD",A股,上市
871642.BJ,871642,通易航天,南通通易航天科技股份有限公司,"Nantong Tongyi Aerospace Science and Technology Co., Ltd",A股,上市
871857.BJ,871857,泓禧科技,重庆市泓禧科技股份有限公司,"Chongqing HongXiTechnologyCO.,LTD.",A股,上市
871970.BJ,871970,大禹生物,山西大禹生物工程股份有限公司,"Shanxi Dayu Biological Engineering Co., Ltd",A股,上市
871981.BJ,871981,晶赛科技,安徽晶赛科技股份有限公司,"AnHui Jing Sai Technology Co.,LTD.",A股,上市
872925.BJ,872925,XD锦好医,惠州市锦好医疗科技股份有限公司,"Huizhou Jinghao Medical Technology Co., Ltd.",A股,上市
873169.BJ,873169,七丰精工,七丰精工科技股份有限公司,QIFENG PRECISION INDUSTRY SCIENCE AND TECHNIC CORP.,A股,上市
873223.BJ,873223,荣亿精密,浙江荣亿精密机械股份有限公司,"Zhejiang Ronnie Precision Machine CO., LTD",A股,上市
900901.SH,900901,云赛B股,云赛智联股份有限公司,INESA Intelligent Tech Inc.,B股,上市
900902.SH,900902,市北B股,上海市北高新股份有限公司,"Shanghai Shibei Hi-tech Co.,ltd.",B股,上市
900903.SH,900903,大众B股,大众交通(集团)股份有限公司,"Dazhong Transportation (Group) Co., Ltd.",B股,上市
900904.SH,900904,神奇B股,上海神奇制药投资管理股份有限公司,"Shanghai Shenqi Pharmaceutical Investment Management Co., Ltd.",B股,上市
900905.SH,900905,老凤祥B,老凤祥股份有限公司,"LAO FENG XIANG CO.,LTD.",B股,上市
900906.SH,900906,中毅达B,贵州中毅达股份有限公司,"Guizhou Zhongyida CO., LTD.",B股,上市
900908.SH,900908,氯碱B股,上海氯碱化工股份有限公司,"Shanghai Chlor-Alkali Chemical Co.,Ltd.",B股,上市
900909.SH,900909,华谊B股,上海华谊集团股份有限公司,Shanghai Huayi Group Corporation Limited,B股,上市
900910.SH,900910,海立B股,上海海立(集团)股份有限公司,"Shanghai Highly (Group) Co.,Ltd.",B股,上市
900911.SH,900911,金桥B股,上海金桥出口加工区开发股份有限公司,"Shanghai Jinqiao Export Processing Zone Development Co.,Ltd.",B股,上市
900912.SH,900912,外高B股,上海外高桥集团股份有限公司,"Shanghai Waigaoqiao Free Trade Zone Group Co.,Ltd.",B股,上市
900913.SH,900913,国新B股,山西省国新能源股份有限公司,Shanxi Guoxin Energy Corporation Limited,B股,上市
900914.SH,900914,锦在线B,上海锦江在线网络服务股份有限公司,"Shanghai Jin Jiang Online Network Service Co., Ltd.",B股,上市
900915.SH,900915,中路B股,中路股份有限公司,"Zhonglu.Co.,Ltd.",B股,上市
900916.SH,900916,凤凰B股,上海凤凰企业(集团)股份有限公司,"Shanghai Phoenix Enterprise (Group) Co., Ltd",B股,上市
900917.SH,900917,海欣B股,上海海欣集团股份有限公司,"Shanghai Haixin Group Co.,Ltd.",B股,上市
900918.SH,900918,耀皮B股,上海耀皮玻璃集团股份有限公司,"Shanghai Yaohua Pilkingyon Glass Group CO., LTD.",B股,上市
900919.SH,900919,退市庭B,上海绿庭投资控股集团股份有限公司,"Shanghai Greencourt Investment Group Co.,Ltd.",B股,上市
900920.SH,900920,动力B股,上海新动力汽车科技股份有限公司,Shanghai New Power Automotive Technology Company Limited,B股,上市
900921.SH,900921,丹科B股,丹化化工科技股份有限公司,"Danhua Chemical Technology Co.,Ltd",B股,上市
900922.SH,900922,三毛B股,上海三毛企业(集团)股份有限公司,"Shanghai Sanmao Enterprise (Group) Co.,Ltd.",B股,上市
900923.SH,900923,百联B股,上海百联集团股份有限公司,"SHANGHAI BAILIAN GROUP CO.,LTD.",B股,上市
900924.SH,900924,上工B股,上工申贝(集团)股份有限公司,"Shang Gong Group Co., Ltd",B股,上市
900925.SH,900925,机电B股,上海机电股份有限公司,"Shanghai Mechanical & Electrical Industry Co.,Ltd.",B股,上市
900926.SH,900926,宝信B,上海宝信软件股份有限公司,"Shanghai Baosight Software Co.,Ltd.",B股,上市
900927.SH,900927,物贸B股,上海物资贸易股份有限公司,"Shanghai Material Trading Co.,Ltd.",B股,上市
900928.SH,900928,临港B股,上海临港控股股份有限公司,"SHANGHAI LINGANG HOLDINGS CO.,LTD.",B股,上市
900929.SH,900929,锦旅B股,上海锦江国际旅游股份有限公司,"Shanghai Jinjiang International Travel Co.,Ltd.",B股,上市
900932.SH,900932,陆家B股,上海陆家嘴金融贸易区开发股份有限公司,"Shanghai Lujiazui Finance & Trade Zone Development Co.,Ltd.",B股,上市
900934.SH,900934,锦江B股,上海锦江国际酒店股份有限公司,"Shanghai Jin Jiang International Hotels Co., Ltd.",B股,上市
900936.SH,900936,鄂资B股,内蒙古鄂尔多斯资源股份有限公司,"Inner Mongolia Eerduosi Resources Co.,Ltd.",B股,上市
900937.SH,900937,*ST华电B,华电能源股份有限公司,Huadian Energy Company Limited,B股,上市
900938.SH,900938,海科B,海航科技股份有限公司,"HNA Technology Co.,Ltd.",B股,上市
